uniqueid,farmid,Name_Availablity_Code,Telephone_Availablity_Code,address_Availablity_Code,crop_Availablity_Code,email_Availablity_Code,livestock_Availablity_Code,Crops_Name,LiveStock_name,state,city,zipcode,latitude,longitude,Owner_operator_type,rural_flag,total_farm_exact_acres
249,F11000059941,NULL,NULL,1,1,NULL,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,TOBACCO,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,HATFIELD,1038,42.3856,72.6078,,1,473
260,F00000925901,1,1,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,MELONS",NULL,MA,HATFIELD,1038,42.3856,72.6078,,1,NULL
281,F40000418782,1,NULL,1,1,NULL,NULL,OATS,NULL,MA,HOLYOKE,1040,42.212,72.6423,,NULL,NULL
287,F01000140866,1,1,1,1,NULL,NULL,FORAGE,NULL,MA,WORTHINGTON,1098,42.3846,72.9405,,NULL,48
294,F00000958787,1,1,1,1,NULL,NULL,"CORN,SOYBEAN,GRASS",NULL,MA,LEVERETT,1054,42.4786,72.4839,,1,16
302,F00000604331,1,1,1,1,1,NULL,CORN,NULL,MA,MONSON,1057,42.089,72.3226,,1,NULL
323,F11000501953,1,1,1,1,1,NULL,SOYBEAN,NULL,MA,FLORENCE,1062,42.3249,72.6582,,NULL,NULL
381,F00000974590,1,NULL,1,1,1,NULL,"FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,MELONS,TREES,BARLEY",NULL,MA,SOUTHWICK,1077,42.055,72.7789,,1,93
411,F21000363008,NULL,NULL,1,1,NULL,NULL,"CORN,OATS,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,TOBACCO,BRASSICAS VEGETABLES,MELONS",NULL,MA,WESTFIELD,1085,42.1558,72.7734,,NULL,158
436,F21000755046,1,1,1,1,NULL,NULL,SOYBEAN,NULL,MA,WEST WARREN,1092,42.2001,72.2038,,NULL,8
460,F50000343312,1,1,1,1,1,NULL,GRASS,NULL,MA,SPRINGFIELD,1104,42.1337,72.5666,,NULL,10
478,F11000037949,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,SPRINGFIELD,1109,42.1176,72.5486,,NULL,NULL
490,F01000515874,1,1,1,1,1,NULL,OATS,NULL,NC,CHARLOTTE,28205,35.219,80.7876,,NULL,NULL
496,F11000161715,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,TREE FRUIT,MELONS,APPLE",NULL,MA,PITTSFIELD,1201,42.4608,73.282,,NULL,90
512,F00000806501,1,1,1,1,NULL,NULL,TOBACCO,NULL,MA,NORTH ADAMS,1247,42.6996,73.0936,,NULL,NULL
541,F01000888876,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,GREAT BARRINGTON,1230,42.1779,73.3332,,1,300
564,F00000492801,1,1,1,1,NULL,NULL,FORAGE,NULL,MA,MONTEREY,1245,42.2031,73.2274,,NULL,96
593,F21000165297,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",DAIRY,MA,WILLIAMSTOWN,1267,42.6848,73.2282,,NULL,164
597,F11000503595,1,1,1,1,NULL,NULL,APPLE,NULL,NH,TAMWORTH,3886,43.864,71.296,,1,NULL
620,F00000379801,1,1,1,1,1,NULL,APPLE,NULL,MA,GREENFIELD,1301,42.629,72.6062,,NULL,NULL
636,F00000768721,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",DAIRY,MA,ASHFIELD,1330,42.5227,72.8242,,1,141
666,F00000866990,1,NULL,1,1,1,NULL,CORN,NULL,MA,CHARLEMONT,1339,42.6103,72.8956,,1,23
680,F00000370721,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,TREE FRUIT,MELONS,APPLE",NULL,MA,COLRAIN,1340,42.6891,72.7385,,1,163
689,F21000003932,1,1,1,1,NULL,NULL,RICE,NULL,MA,COLRAIN,1340,42.6891,72.7385,,1,NULL
701,F31000160012,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,CONWAY,1341,42.5066,72.7087,,1,NULL
708,F80000561854,1,1,1,1,NULL,NULL,"SOYBEAN,WHEAT",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,NULL,5
715,F21000551445,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,DEERFIELD,1342,42.5381,72.6067,,1,NULL
726,F90000437169,1,1,1,1,1,NULL,GRASS,NULL,MA,MONTAGUE,1351,42.5391,72.5186,,1,NULL
740,F21000478873,1,NULL,1,1,NULL,NULL,"CORN,ALFALFA,ROOTS TUBEROUS VEGETABLES,FORAGE,GRASS",NULL,MA,GILL,1354,42.6787,72.4874,,1,425
752,F00000759511,1,1,1,1,NULL,NULL,"FORAGE,BARLEY",NULL,MA,ORANGE,1364,42.614,72.3011,,1,20
774,F01000711868,1,1,1,1,NULL,1,,"HOG,SHEEP",MA,SHELBURNE FALLS,1370,42.6026,72.7442,,1,6
770,F21000670667,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,SHELBURNE FALLS,1370,42.6026,72.7442,,1,210
780,F00000245731,NULL,NULL,1,1,NULL,NULL,FORAGE,NULL,MA,SHELBURNE FALLS,1370,42.6026,72.7442,,1,48
192,F01000063446,1,1,1,1,1,NULL,"FRUITING AND FLOWERING VEGETABLE,TOBACCO,MELONS",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,9
206,F00000160640,NULL,NULL,1,1,NULL,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,BRASSICAS VEGETABLES,MELONS,HOME GARDEN",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,68
236,F01000540866,NULL,NULL,1,1,NULL,NULL,"ALFALFA,FORAGE",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,96
247,F01000174225,1,NULL,1,1,NULL,NULL,OATS,NULL,MA,HARDWICK,1037,42.3503,72.2001,,NULL,NULL
257,F00000458721,1,1,1,1,1,NULL,BARLEY,NULL,MA,HATFIELD,1038,42.3856,72.6078,,1,NULL
279,F01000547249,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,HOLYOKE,1040,42.212,72.6423,,1,105
284,F80000518971,1,1,1,1,1,NULL,WHEAT,NULL,MA,HOLYOKE,1040,42.212,72.6423,,NULL,46
293,F90000754398,1,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,COTTON,GRASS",NULL,MA,LEVERETT,1054,42.4786,72.4839,,NULL,160
298,F00000675601,1,NULL,1,1,NULL,NULL,OATS,NULL,MA,LUDLOW,1056,42.1924,72.4583,,NULL,NULL
309,F11000772833,1,1,1,1,NULL,NULL,"FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,NORTHAMPTON,1060,42.3296,72.6251,,NULL,9
357,F00000648721,NULL,NULL,1,1,NULL,NULL,"TREE FRUIT,TREES,APPLE",NULL,MA,SOUTHAMPTON,1073,42.231,72.7376,,1,NULL
380,F60000229870,1,NULL,1,1,NULL,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,MELONS",NULL,MA,SOUTHWICK,1077,42.055,72.7789,,1,NULL
406,F00000112690,1,1,1,1,NULL,1,FORAGE,DAIRY,MA,WARREN,1083,42.1986,72.1719,,NULL,87
433,F00000656311,1,NULL,1,1,1,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,WEST SPRINGFIELD,1089,42.125,72.6501,,NULL,25
459,F21000682172,1,NULL,1,1,NULL,NULL,,NULL,MA,SPRINGFIELD,1103,42.1025,72.5916,,NULL,NULL
474,F21000770559,1,1,1,1,NULL,NULL,"SOYBEAN,FORAGE",NULL,MA,SPRINGFIELD,1119,42.1247,72.5112,,NULL,20
489,F20000528620,1,NULL,1,1,NULL,NULL,BARLEY,NULL,MA,SPRINGFIELD,1109,42.1176,72.5486,,NULL,NULL
495,F10000541882,1,1,1,1,1,NULL,OATS,NULL,MA,WILBRAHAM,1095,42.1269,72.4307,,NULL,48
509,F21000163762,1,1,1,1,1,NULL,TOBACCO,NULL,MA,PITTSFIELD,1201,42.4608,73.282,,NULL,NULL
529,F11000343093,1,1,1,1,1,NULL,"WHEAT,GRAIN,OATS,FORAGE,GRAIN PLUS,BARLEY",NULL,MA,CHESHIRE,1225,42.5613,73.1573,,1,469
585,F00000348343,1,1,1,1,NULL,NULL,FORAGE,NULL,MA,TYRINGHAM,1264,42.3043,73.2487,,NULL,14
596,F01000451948,1,NULL,1,1,NULL,NULL,CORN,NULL,MA,WILLIAMSTOWN,1267,42.6848,73.2282,,1,NULL
619,F00000661511,1,1,1,1,NULL,NULL,"BERRIES,HOME GARDEN",NULL,MA,GREENFIELD,1301,42.629,72.6062,,NULL,46
634,F21000327697,1,1,1,1,NULL,NULL,CORN,NULL,MA,ASHFIELD,1330,42.5227,72.8242,,1,502
662,F00000896990,1,1,1,1,1,NULL,SOYBEAN,NULL,MA,BUCKLAND,1338,42.58,72.8003,,1,NULL
678,F00000542790,1,1,1,1,1,NULL,"FORAGE,GRASS,BARLEY",NULL,MA,COLRAIN,1340,42.6891,72.7385,,1,88
688,F00000120301,1,NULL,1,1,NULL,NULL,FORAGE,NULL,MA,COLRAIN,1340,42.6891,72.7385,,1,19
699,F00000587521,NULL,NULL,1,1,NULL,1,"CORN,SOYBEAN,FORAGE,PODDED VEGETABLES,GRASS,BARLEY",DAIRY,MA,CONWAY,1341,42.5066,72.7087,,1,355
707,F00000613721,NULL,NULL,1,1,NULL,1,"CORN,ALFALFA,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS,GRASS",DAIRY,MA,DEERFIELD,1342,42.5381,72.6067,,1,849
712,F21000528945,1,1,1,1,NULL,NULL,CORN,NULL,MA,DEERFIELD,1342,42.5381,72.6067,,1,83
724,F31000079802,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,MONTAGUE,1351,42.5391,72.5186,,1,NULL
737,F00000056721,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,GILL,1354,42.6787,72.4874,,1,83
747,F21000624170,1,1,1,1,1,NULL,OATS,NULL,MA,NORTHFIELD,1360,42.6676,72.4343,,1,NULL
767,F31000630902,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,SHELBURNE FALLS,1370,42.6026,72.7442,,1,NULL
778,F00000205721,NULL,NULL,1,1,NULL,NULL,,NULL,MA,SHELBURNE FALLS,1370,42.6026,72.7442,,1,3
794,F01000609219,1,1,1,1,NULL,NULL,HONEY,NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,NULL
807,F00000417721,NULL,NULL,1,1,NULL,NULL,"GRAIN,FORAGE,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS,GRAIN PLUS,BARLEY",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,NULL,122
824,F00000291801,1,NULL,1,1,1,NULL,POTATO,NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,NULL
830,F00000616011,1,1,1,1,NULL,NULL,"CORN,FORAGE,TOBACCO",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,NULL
848,F00000087990,1,1,1,1,1,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,BERRIES,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS",NULL,MA,HATFIELD,1038,42.3799,72.604,,1,90
863,F00000873051,NULL,NULL,1,1,NULL,1,"CORN,ALFALFA,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,MELONS,GRASS",DAIRY,MA,SUNDERLAND,1375,42.4651,72.5539,,1,339
798,F90000537169,1,1,1,1,1,NULL,CORN,NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,NULL,NULL
811,F31000201012,1,NULL,1,1,NULL,NULL,"ORGANIC FARMERS,BARLEY",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,NULL
827,F01000031978,1,NULL,1,1,NULL,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,30
834,F01000884798,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,138
855,F00000698101,1,NULL,1,1,NULL,NULL,BARLEY,NULL,MA,SUNDERLAND,1375,42.4651,72.5539,,1,NULL
875,F31000506521,1,NULL,1,1,1,NULL,WHEAT,NULL,MA,WINCHENDON,1475,42.6665,72.049,,1,5
902,F11000023498,1,1,1,1,NULL,NULL,,NULL,MA,HARVARD,1451,42.5009,71.5775,,1,NULL
914,F00000537721,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",DAIRY,MA,LITTLETON,1460,42.5349,71.4895,,1,132
948,F21000882206,1,1,1,1,1,NULL,FORAGE,NULL,MA,TEMPLETON,1468,42.549,72.066,,1,48
961,F11000278989,NULL,NULL,1,1,NULL,1,,DAIRY,MA,WINCHENDON,1475,42.6665,72.049,,1,17
975,F00000335201,1,1,1,1,NULL,1,"CORN,FORAGE,GRASS",DAIRY,MA,BERLIN,1503,42.3838,71.6355,,1,36
1001,F00000314990,1,1,1,1,NULL,NULL,SOYBEAN,NULL,MA,DOUGLAS,1516,42.0528,71.7498,,1,NULL
1008,F11000608006,1,1,1,1,NULL,NULL,CORN,NULL,MA,HOLDEN,1520,42.3349,71.8573,,1,NULL
1022,F01000562202,1,1,1,1,NULL,NULL,WHEAT,NULL,MA,LANCASTER,1523,42.4719,71.6906,,1,4
1037,F00000372490,1,1,1,1,NULL,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,BRASSICAS VEGETABLES,MELONS,GRASS",NULL,MA,NEW BRAINTREE,1531,42.3191,72.1283,,1,NULL
1079,F70000726680,NULL,NULL,1,1,NULL,NULL,,NULL,MA,OXFORD,1540,42.119,71.858,,1,NULL
1099,F11000908006,1,NULL,1,1,1,NULL,APPLE,NULL,MA,SHREWSBURY,1545,42.2859,71.7148,,1,NULL
1108,F00000045201,1,1,1,1,NULL,NULL,,NULL,MA,SPENCER,1562,42.2477,71.9927,,1,NULL
1129,F21000888503,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,STERLING,1564,42.441,71.7743,,1,115
1142,F00000911821,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,UXBRIDGE,1569,42.058,71.6363,,1,88
1154,F11000716607,1,1,1,1,NULL,NULL,,NULL,MA,DUDLEY,1571,42.0567,71.9306,,1,NULL
1171,F11000157388,1,1,1,1,NULL,NULL,CORN,NULL,CT,NEWTOWN,6470,41.3932,73.3201,,1,NULL
1182,F00000570721,NULL,NULL,1,1,NULL,NULL,,NULL,MA,WHITINSVILLE,1588,42.1216,71.6664,,NULL,NULL
1189,F01000867512,NULL,NULL,1,1,NULL,NULL,"FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,TREE FRUIT,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS,TREES,APPLE,HONEY",NULL,MA,SUTTON,1590,42.1334,71.7509,,NULL,132
1212,F60000559463,NULL,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,WHEAT",NULL,MA,FRAMINGHAM,1701,42.3203,71.4404,,NULL,245
1226,F00000800492,1,1,1,1,NULL,NULL,BARLEY,NULL,MA,BOXBORO,1719,42.486,71.5209,,1,42
1241,F90000812512,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,BEDFORD,1730,42.4949,71.2781,,NULL,NULL
1256,F00000944363,1,NULL,1,1,1,NULL,CORN,NULL,CT,GREENWICH,6830,41.0502,73.6235,,NULL,7
1271,F00000114901,1,NULL,1,1,NULL,NULL,"CORN,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS",NULL,MA,HARWICH PORT,2646,41.6725,70.0704,,NULL,16
1281,F00000811890,1,NULL,1,1,NULL,NULL,"GRAIN,ALFALFA,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,TREE FRUIT,MELONS,GRAIN PLUS,APPLE",NULL,MA,CONCORD,1742,42.464,71.3767,,1,95
1319,F10000804910,1,1,1,1,NULL,NULL,OATS,NULL,MA,NATICK,1760,42.2868,71.3531,,NULL,NULL
1339,F21000060545,1,1,1,1,1,NULL,"FORAGE,PODDED VEGETABLES",NULL,MA,CARLISLE,1741,42.5299,71.3514,,1,88
1351,F90000041258,1,1,1,1,1,NULL,WHEAT,NULL,MA,COHASSET,2025,42.2364,70.8143,,NULL,NULL
1366,F80000183182,1,1,1,1,1,NULL,CORN,NULL,MA,WAYLAND,1778,42.3586,71.3587,,NULL,196
1390,F40000720377,1,NULL,1,1,NULL,NULL,GRASS,NULL,MA,CHELMSFORD,1824,42.5915,71.3555,,NULL,5000
1405,F11000136019,1,1,1,1,1,NULL,TOBACCO,NULL,MA,DRACUT,1826,42.6832,71.3006,,1,NULL
1424,F90000383756,1,NULL,1,1,NULL,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,HAVERHILL,1835,42.7512,71.0864,,NULL,197
1455,F70000725761,1,NULL,1,1,NULL,NULL,CORN,NULL,MA,NORTH CHELMSFORD,1863,42.6324,71.3918,,NULL,NULL
1473,F01000253901,1,1,1,1,1,NULL,,NULL,MA,WESTFORD,1886,42.5863,71.4398,,1,155
1486,F90000651499,1,NULL,1,1,1,NULL,,NULL,MN,WESTBROOK,56183,44.1101,95.4024,,NULL,4
1508,F00000587823,1,1,1,1,1,NULL,"CORN,WHEAT",NULL,MA,BOXFORD,1921,42.6796,71.0165,,1,83
10,F00000060250,NULL,NULL,1,1,NULL,NULL,"WHEAT,GRAIN,FORAGE,GRAIN PLUS",NULL,MA,AMHERST,1002,42.3773,72.4671,,NULL,74
83,F01000459949,1,NULL,1,1,NULL,1,,DAIRY,MA,CHESTERFIELD,1012,42.39,72.8444,,NULL,17
185,F00000121821,NULL,NULL,1,1,NULL,1,"CORN,ALFALFA,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",DAIRY,MA,HADLEY,1035,42.3561,72.5677,,1,128
405,F11000438222,NULL,NULL,1,1,NULL,1,BARLEY,DAIRY,MA,WARREN,1083,42.1986,72.1719,,NULL,70
446,F90000908525,NULL,NULL,1,1,NULL,1,FORAGE,DAIRY,MA,WILLIAMSBURG,1096,42.4143,72.7787,,1,243
516,F21000862463,NULL,NULL,1,1,NULL,1,"FORAGE,APPLE",DAIRY,MA,ADAMS,1220,42.6258,73.0997,,1,243
572,F00000379721,NULL,NULL,1,1,NULL,1,,DAIRY,MA,SHEFFIELD,1257,42.0893,73.3727,,1,39
221,F01000243902,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,TOBACCO",DAIRY,MA,HADLEY,1035,42.3561,72.5677,,1,394
641,F00000938721,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS",DAIRY,MA,ASHFIELD,1330,42.5227,72.8242,,1,176
907,F11000538222,1,1,1,1,NULL,1,,SHEEP,MA,HUBBARDSTON,1452,42.4838,72.0053,,NULL,9
841,F00000765721,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,BRASSICAS VEGETABLES,MELONS,GRASS",DAIRY,MA,SUNDERLAND,1375,42.4651,72.5539,,1,487
892,F00000729521,1,1,1,1,NULL,1,,CATTLE,MA,GROTON,1450,42.6135,-71.5611,,1,NULL
874,F90000585027,1,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS",DAIRY,MA,FITCHBURG,1420,42.5924,71.8176,,1,89
994,F01000005391,1,NULL,1,1,NULL,1,FORAGE,"HOG,SHEEP",MA,SPENCER,1562,42.2477,71.9927,,1,9
1064,F00000959790,1,1,1,1,1,1,,SHEEP,MA,NORTH BROOKFIELD,1535,42.2695,72.0791,,1,5
2034,F11000688573,1,NULL,1,1,1,1,,SHEEP,MA,HALIFAX,2338,41.9909,70.8632,,1,4
2400,F00000259721,NULL,NULL,1,1,NULL,1,BARLEY,SHEEP,MA,WEST TISBURY,2575,41.396,70.6402,,NULL,5
3000,F00000329858,1,1,1,1,NULL,1,,SHEEP,RI,WAKEFIELD,2879,41.4261,71.5353,,1,8
2316,F00000107211,1,NULL,1,1,1,1,,SHEEP,MA,WESTON,2493,42.359,71.3,,NULL,8
2524,F90000563122,NULL,NULL,1,1,NULL,1,FORAGE,CATTLE,MA,YARMOUTH PORT,2675,41.7045,70.2302,,NULL,23
3251,F00000515201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,HOME GARDEN","DAIRY,CATTLE",NH,NEW BOSTON,3070,42.9779,71.6851,,NULL,165
3365,F21000302370,1,1,1,1,NULL,1,,CATTLE,NH,CONTOOCOOK,3229,43.2205,71.6996,,1,NULL
3561,F11000880968,1,NULL,1,1,1,1,,"GOATS,SHEEP",NH,CONCORD,3303,43.3208,71.6638,,1,NULL
3719,F00000853300,1,NULL,1,1,1,1,,"DAIRY,SHEEP",NH,LANCASTER,3584,44.4906,71.4996,,1,263
3902,F00000031500,1,1,1,1,NULL,1,,CATTLE,NH,GOSHEN,3752,43.2892,72.1152,,NULL,9
4292,F00000405201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS,GRASS","DAIRY,CATTLE",NH,STRATHAM,3885,43.0154,70.8999,,NULL,423
4395,F00000519700,1,1,1,1,1,1,"CORN,OATS,BERRIES,GRASS,HOME GARDEN","DAIRY,CATTLE",ME,BRUNSWICK,4011,43.903,69.9809,,1,981
4432,F00000085600,1,1,1,1,NULL,1,,CATTLE,ME,FREEPORT,4032,43.8594,70.0998,,1,NULL
4589,F00000444910,1,1,1,1,NULL,1,,CATTLE,ME,SCARBOROUGH,4074,43.5917,70.3693,,1,NULL
4724,F00000594800,1,1,1,1,1,1,"FORAGE,GRASS","DAIRY,CATTLE",ME,BETHEL,4217,44.3718,70.8421,,1,232
4844,F01000778506,NULL,NULL,1,NULL,NULL,1,,GOATS,ME,MONMOUTH,4259,44.2158,70.0255,,1,NULL
4867,F00000516410,1,1,1,1,NULL,1,,CATTLE,ME,NORWAY,4268,44.2262,70.6028,,1,NULL
4878,F00000637321,1,1,1,1,1,1,,"SHEEP,CATTLE",ME,OXFORD,4270,44.1173,70.5274,,1,NULL
5949,F00000648020,1,NULL,1,1,NULL,1,BARLEY,"SHEEP,CATTLE",ME,LITTLETON,4730,46.1163,67.9329,,1,NULL
2661,F00000809521,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS",DAIRY,MA,REHOBOTH,2769,41.844,71.246,,1,107
2883,F00000796190,1,1,1,1,NULL,1,"CORN,FORAGE","SHEEP,CATTLE",RI,LITTLE COMPTON,2837,41.5162,71.1657,,1,18
3470,F00000726100,1,1,1,1,NULL,1,HONEY,CATTLE,NH,PLYMOUTH,3264,43.8032,71.7266,,1,8
3672,F00000718811,1,1,1,1,NULL,1,,SHEEP,NH,WESTMORELAND,3467,42.9687,72.4306,,NULL,4
4036,F90000440257,NULL,NULL,1,1,NULL,1,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,BRASSICAS VEGETABLES,MELONS","DAIRY,CATTLE",NH,PIERMONT,3779,43.9758,72.0724,,NULL,136
2970,F00000370511,1,NULL,1,1,NULL,1,"CORN,FORAGE","DAIRY,CATTLE",RI,PORTSMOUTH,2871,41.5806,71.2571,,1,NULL
3278,F90000564827,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,TREE FRUIT","DAIRY,CATTLE",NH,TEMPLE,3084,42.8287,71.8569,,NULL,169
3335,F21000174280,1,1,1,1,NULL,1,,CATTLE,NH,BRISTOL,3222,43.6264,71.7826,,1,NULL
3349,F00000934201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,NH,CANTERBURY,3224,43.3629,71.5466,,NULL,186
3667,F00000272701,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,HOME GARDEN",CATTLE,NH,WESTMORELAND,3467,42.9687,72.4306,,1,116
42,F21000588019,NULL,NULL,1,1,NULL,NULL,"WHEAT,TOBACCO",NULL,MA,AMHERST,1004,42.3736,72.5209,,NULL,11
50,F00000411690,1,1,1,1,1,NULL,TREES,NULL,MA,BARRE,1005,42.4202,72.106,,1,21
85,F11000963866,1,1,1,1,1,NULL,SOYBEAN,NULL,MA,CHICOPEE,1020,42.1808,72.5635,,NULL,23
105,F00000273690,1,1,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,SOUTHAMPTON,1073,42.231,72.7376,,1,146
113,F31000854790,1,1,1,1,NULL,NULL,CORN,NULL,MA,EASTHAMPTON,1027,42.2952,72.7431,,1,99
140,F90000056057,NULL,NULL,1,1,NULL,NULL,"CORN,GRAIN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,MELONS,GRAIN PLUS",NULL,MA,GRANBY,1033,42.2613,72.5027,,1,164
148,F00000374301,1,NULL,1,1,1,NULL,"FORAGE,TREE FRUIT",NULL,MA,GRANVILLE,1034,42.0855,72.9568,,1,NULL
158,F11000787320,1,1,1,1,1,NULL,"GRAIN,GRAIN PLUS,BARLEY",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,9
176,F21000627697,NULL,NULL,1,1,NULL,NULL,"CORN,WHEAT,GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,TOBACCO,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS,ORGANIC FARMERS,GRAIN PLUS,HOME GARDEN",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,505
183,F00000357790,1,NULL,1,1,1,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,MELONS",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,NULL
197,F10000822966,1,1,1,1,1,NULL,OATS,NULL,MA,HADLEY,1035,42.3561,72.5677,,1,NULL
226,F21000894829,1,NULL,1,1,1,NULL,"CORN,FORAGE,TOBACCO",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,13
266,F00000056590,1,1,1,1,NULL,NULL,CORN,NULL,MA,HATFIELD,1038,42.3856,72.6078,,1,NULL
280,F21000721483,1,NULL,1,1,NULL,NULL,BARLEY,NULL,MA,HOLYOKE,1040,42.212,72.6423,,NULL,NULL
